age_band,gender,region,income,occupation_group,weight
45–59,Female,Atlantic,Under $50k,Management & professional,2592
45–59,Female,Atlantic,Under $50k,Not in labour force,21334
45–59,Female,Atlantic,Under $50k,Production & transport,1037
45–59,Female,Atlantic,Under $50k,Sales & office,3075
45–59,Female,Atlantic,Under $50k,Service,9925
45–59,Female,Atlantic,Under $50k,Trades & natural resources,296
45–59,Female,Atlantic,Under $50k,Unemployed,3667
45–59,Female,British Columbia,$50k–$100k,Management & professional,26444
45–59,Female,British Columbia,$50k–$100k,Not in labour force,33592
45–59,Female,British Columbia,$50k–$100k,Production & transport,3259
45–59,Female,British Columbia,$50k–$100k,Sales & office,19000
45–59,Female,British Columbia,$50k–$100k,Service,35036
45–59,Female,British Columbia,$50k–$100k,Trades & natural resources,2222
45–59,Female,British Columbia,$50k–$100k,Unemployed,9148
45–59,Female,British Columbia,Over $100k,Management & professional,104702
45–59,Female,British Columbia,Over $100k,Not in labour force,53036
45–59,Female,British Columbia,Over $100k,Production & transport,7407
45–59,Female,British Columbia,Over $100k,Sales & office,51110
45–59,Female,British Columbia,Over $100k,Service,67851
45–59,Female,British Columbia,Over $100k,Trades & natural resources,3889
45–59,Female,British Columbia,Over $100k,Unemployed,12074
45–59,Female,British Columbia,Under $50k,Management & professional,8370
45–59,Female,British Columbia,Under $50k,Not in labour force,30073
45–59,Female,British Columbia,Under $50k,Production & transport,1481
45–59,Female,British Columbia,Under $50k,Sales & office,5444
45–59,Female,British Columbia,Under $50k,Service,15555
45–59,Female,British Columbia,Under $50k,Trades & natural resources,1111
45–59,Female,British Columbia,Under $50k,Unemployed,6444
45–59,Female,Ontario,$50k–$100k,Management & professional,59594
45–59,Female,Ontario,$50k–$100k,Not in labour force,98002
45–59,Female,Ontario,$50k–$100k,Production & transport,15889
45–59,Female,Ontario,$50k–$100k,Sales & office,52297
45–59,Female,Ontario,$50k–$100k,Service,81261
45–59,Female,Ontario,$50k–$100k,Trades & natural resources,4852
45–59,Female,Ontario,$50k–$100k,Unemployed,36593
45–59,Female,Ontario,Over $100k,Management & professional,344119
45–59,Female,Ontario,Over $100k,Not in labour force,156670
45–59,Female,Ontario,Over $100k,Production & transport,33853
45–59,Female,Ontario,Over $100k,Sales & office,148374
45–59,Female,Ontario,Over $100k,Service,175485
45–59,Female,Ontario,Over $100k,Trades & natural resources,8704
45–59,Female,Ontario,Over $100k,Unemployed,57742
45–59,Female,Ontario,Under $50k,Management & professional,15482
45–59,Female,Ontario,Under $50k,Not in labour force,88335
45–59,Female,Ontario,Under $50k,Production & transport,4148
45–59,Female,Ontario,Under $50k,Sales & office,11111
45–59,Female,Ontario,Under $50k,Service,32334
45–59,Female,Ontario,Under $50k,Trades & natural resources,1741
45–59,Female,Ontario,Under $50k,Unemployed,21519
45–59,Female,Prairies,$50k–$100k,Management & professional,28173
45–59,Female,Prairies,$50k–$100k,Not in labour force,35171
45–59,Female,Prairies,$50k–$100k,Production & transport,3776
45–59,Female,Prairies,$50k–$100k,Sales & office,25063
45–59,Female,Prairies,$50k–$100k,Service,44575
45–59,Female,Prairies,$50k–$100k,Trades & natural resources,2629
45–59,Female,Prairies,$50k–$100k,Unemployed,11402
45–59,Female,Prairies,Over $100k,Management & professional,132427
45–59,Female,Prairies,Over $100k,Not in labour force,57974
45–59,Female,Prairies,Over $100k,Production & transport,7959
45–59,Female,Prairies,Over $100k,Sales & office,71600
45–59,Female,Prairies,Over $100k,Service,83038
45–59,Female,Prairies,Over $100k,Trades & natural resources,6072
45–59,Female,Prairies,Over $100k,Unemployed,19730
45–59,Female,Prairies,Under $50k,Management & professional,8590
45–59,Female,Prairies,Under $50k,Not in labour force,33506
45–59,Female,Prairies,Under $50k,Production & transport,814
45–59,Female,Prairies,Under $50k,Sales & office,6294
45–59,Female,Prairies,Under $50k,Service,17586
45–59,Female,Prairies,Under $50k,Trades & natural resources,1444
45–59,Female,Prairies,Under $50k,Unemployed,7811
45–59,Female,Quebec,$50k–$100k,Management & professional,48017
45–59,Female,Quebec,$50k–$100k,Not in labour force,52685
45–59,Female,Quebec,$50k–$100k,Production & transport,9707
45–59,Female,Quebec,$50k–$100k,Sales & office,43867
45–59,Female,Quebec,$50k–$100k,Service,73359
45–59,Female,Quebec,$50k–$100k,Trades & natural resources,4520
45–59,Female,Quebec,$50k–$100k,Unemployed,13746
45–59,Female,Quebec,Over $100k,Management & professional,180323
45–59,Female,Quebec,Over $100k,Not in labour force,49981
45–59,Female,Quebec,Over $100k,Production & transport,10745
45–59,Female,Quebec,Over $100k,Sales & office,81399
45–59,Female,Quebec,Over $100k,Service,95404
45–59,Female,Quebec,Over $100k,Trades & natural resources,6039
45–59,Female,Quebec,Over $100k,Unemployed,13412
45–59,Female,Quebec,Under $50k,Management & professional,12375
45–59,Female,Quebec,Under $50k,Not in labour force,53056
45–59,Female,Quebec,Under $50k,Production & transport,4187
45–59,Female,Quebec,Under $50k,Sales & office,13894
45–59,Female,Quebec,Under $50k,Service,31196
45–59,Female,Quebec,Under $50k,Trades & natural resources,1927
45–59,Female,Quebec,Under $50k,Unemployed,9263
45–59,Female,Territories,$50k–$100k,Management & professional,148
45–59,Female,Territories,$50k–$100k,Not in labour force,924
45–59,Female,Territories,$50k–$100k,Sales & office,185
45–59,Female,Territories,$50k–$100k,Service,222
45–59,Female,Territories,$50k–$100k,Trades & natural resources,37
45–59,Female,Territories,$50k–$100k,Unemployed,37
45–59,Female,Territories,Over $100k,Management & professional,2512
45–59,Female,Territories,Over $100k,Not in labour force,1219
45–59,Female,Territories,Over $100k,Production & transport,37
45–59,Female,Territories,Over $100k,Sales & office,998
45–59,Female,Territories,Over $100k,Service,702
45–59,Female,Territories,Over $100k,Unemployed,148
45–59,Female,Territories,Under $50k,Management & professional,148
45–59,Female,Territories,Under $50k,Not in labour force,480
45–59,Female,Territories,Under $50k,Sales & office,148
45–59,Female,Territories,Under $50k,Service,185
45–59,Female,Territories,Under $50k,Unemployed,111
45–59,Male,Atlantic,$50k–$100k,Management & professional,9815
45–59,Male,Atlantic,$50k–$100k,Not in labour force,15148
45–59,Male,Atlantic,$50k–$100k,Production & transport,8371
45–59,Male,Atlantic,$50k–$100k,Sales & office,2629
45–59,Male,Atlantic,$50k–$100k,Service,7814
45–59,Male,Atlantic,$50k–$100k,Trades & natural resources,17999
45–59,Male,Atlantic,$50k–$100k,Unemployed,9667
45–59,Male,Atlantic,Over $100k,Management & professional,46035
45–59,Male,Atlantic,Over $100k,Not in labour force,11853
45–59,Male,Atlantic,Over $100k,Production & transport,10147
45–59,Male,Atlantic,Over $100k,Sales & office,6074
45–59,Male,Atlantic,Over $100k,Service,13221
45–59,Male,Atlantic,Over $100k,Trades & natural resources,29330
45–59,Male,Atlantic,Over $100k,Unemployed,6519
45–59,Male,Atlantic,Under $50k,Management & professional,2925
45–59,Male,Atlantic,Under $50k,Not in labour force,15816
45–59,Male,Atlantic,Under $50k,Production & transport,2630
45–59,Male,Atlantic,Under $50k,Sales & office,741
45–59,Male,Atlantic,Under $50k,Service,3407
45–59,Male,Atlantic,Under $50k,Trades & natural resources,5369
45–59,Male,Atlantic,Under $50k,Unemployed,6370
45–59,Male,British Columbia,$50k–$100k,Management & professional,25333
45–59,Male,British Columbia,$50k–$100k,Not in labour force,20777
45–59,Male,British Columbia,$50k–$100k,Production & transport,11444
45–59,Male,British Columbia,$50k–$100k,Sales & office,6074
45–59,Male,British Columbia,$50k–$100k,Service,15444
45–59,Male,British Columbia,$50k–$100k,Trades & natural resources,24518
45–59,Male,British Columbia,$50k–$100k,Unemployed,8185
45–59,Male,British Columbia,Over $100k,Management & professional,122775
45–59,Male,British Columbia,Over $100k,Not in labour force,23740
45–59,Male,British Columbia,Over $100k,Production & transport,25111
45–59,Male,British Columbia,Over $100k,Sales & office,15074
45–59,Male,British Columbia,Over $100k,Service,33370
45–59,Male,British Columbia,Over $100k,Trades & natural resources,60999
45–59,Male,British Columbia,Over $100k,Unemployed,10778
45–59,Male,British Columbia,Under $50k,Management & professional,10148
45–59,Male,British Columbia,Under $50k,Not in labour force,23444
45–59,Male,British Columbia,Under $50k,Production & transport,3926
45–59,Male,British Columbia,Under $50k,Sales & office,1778
45–59,Male,British Columbia,Under $50k,Service,7407
45–59,Male,British Columbia,Under $50k,Trades & natural resources,7926
45–59,Male,British Columbia,Under $50k,Unemployed,6630
45–59,Male,Ontario,$50k–$100k,Management & professional,60149
45–59,Male,Ontario,$50k–$100k,Not in labour force,66705
45–59,Male,Ontario,$50k–$100k,Production & transport,41631
45–59,Male,Ontario,$50k–$100k,Sales & office,16926
45–59,Male,Ontario,$50k–$100k,Service,33630
45–59,Male,Ontario,$50k–$100k,Trades & natural resources,59853
45–59,Male,Ontario,$50k–$100k,Unemployed,33408
45–59,Male,Ontario,Over $100k,Management & professional,386342
45–59,Male,Ontario,Over $100k,Not in labour force,79039
45–59,Male,Ontario,Over $100k,Production & transport,88632
45–59,Male,Ontario,Over $100k,Sales & office,50186
45–59,Male,Ontario,Over $100k,Service,85965
45–59,Male,Ontario,Over $100k,Trades & natural resources,152152
45–59,Male,Ontario,Over $100k,Unemployed,42668
45–59,Male,Ontario,Under $50k,Management & professional,22038
45–59,Male,Ontario,Under $50k,Not in labour force,66520
45–59,Male,Ontario,Under $50k,Production & transport,13371
45–59,Male,Ontario,Under $50k,Sales & office,3815
45–59,Male,Ontario,Under $50k,Service,14111
45–59,Male,Ontario,Under $50k,Trades & natural resources,18149
45–59,Male,Ontario,Under $50k,Unemployed,19778
45–59,Male,Prairies,$50k–$100k,Management & professional,29472
45–59,Male,Prairies,$50k–$100k,Not in labour force,25323
45–59,Male,Prairies,$50k–$100k,Production & transport,16178
45–59,Male,Prairies,$50k–$100k,Sales & office,7478
45–59,Male,Prairies,$50k–$100k,Service,16549
45–59,Male,Prairies,$50k–$100k,Trades & natural resources,33542
45–59,Male,Prairies,$50k–$100k,Unemployed,14808
45–59,Male,Prairies,Over $100k,Management & professional,155302
45–59,Male,Prairies,Over $100k,Not in labour force,30135
45–59,Male,Prairies,Over $100k,Production & transport,36613
45–59,Male,Prairies,Over $100k,Sales & office,21878
45–59,Male,Prairies,Over $100k,Service,37355
45–59,Male,Prairies,Over $100k,Trades & natural resources,86111
45–59,Male,Prairies,Over $100k,Unemployed,19286
45–59,Male,Prairies,Under $50k,Management & professional,11107
45–59,Male,Prairies,Under $50k,Not in labour force,26658
45–59,Male,Prairies,Under $50k,Production & transport,5257
45–59,Male,Prairies,Under $50k,Sales & office,1925
45–59,Male,Prairies,Under $50k,Service,6442
45–59,Male,Prairies,Under $50k,Trades & natural resources,11329
45–59,Male,Prairies,Under $50k,Unemployed,10736
45–59,Male,Quebec,$50k–$100k,Management & professional,50351
45–59,Male,Quebec,$50k–$100k,Not in labour force,35161
45–59,Male,Quebec,$50k–$100k,Production & transport,30715
45–59,Male,Quebec,$50k–$100k,Sales & office,15969
45–59,Male,Quebec,$50k–$100k,Service,33234
45–59,Male,Quebec,$50k–$100k,Trades & natural resources,52537
45–59,Male,Quebec,$50k–$100k,Unemployed,15783
45–59,Male,Quebec,Over $100k,Management & professional,202368
45–59,Male,Quebec,Over $100k,Not in labour force,28380
45–59,Male,Quebec,Over $100k,Production & transport,40792
45–59,Male,Quebec,Over $100k,Sales & office,30529
45–59,Male,Quebec,Over $100k,Service,49314
45–59,Male,Quebec,Over $100k,Trades & natural resources,87068
45–59,Male,Quebec,Over $100k,Unemployed,11597
45–59,Male,Quebec,Under $50k,Management & professional,16413
45–59,Male,Quebec,Under $50k,Not in labour force,45460
45–59,Male,Quebec,Under $50k,Production & transport,11671
45–59,Male,Quebec,Under $50k,Sales & office,6187
45–59,Male,Quebec,Under $50k,Service,18006
45–59,Male,Quebec,Under $50k,Trades & natural resources,17043
45–59,Male,Quebec,Under $50k,Unemployed,12968
45–59,Male,Territories,$50k–$100k,Management & professional,148
45–59,Male,Territories,$50k–$100k,Not in labour force,333
45–59,Male,Territories,$50k–$100k,Production & transport,111
45–59,Male,Territories,$50k–$100k,Service,148
45–59,Male,Territories,$50k–$100k,Trades & natural resources,259
45–59,Male,Territories,$50k–$100k,Unemployed,111
45–59,Male,Territories,Over $100k,Management & professional,2180
45–59,Male,Territories,Over $100k,Not in labour force,887
45–59,Male,Territories,Over $100k,Production & transport,111
45–59,Male,Territories,Over $100k,Sales & office,185
45–59,Male,Territories,Over $100k,Service,480
45–59,Male,Territories,Over $100k,Trades & natural resources,1663
45–59,Male,Territories,Over $100k,Unemployed,369
45–59,Male,Territories,Under $50k,Management & professional,74
45–59,Male,Territories,Under $50k,Not in labour force,406
45–59,Male,Territories,Under $50k,Production & transport,37
45–59,Male,Territories,Under $50k,Service,74
45–59,Male,Territories,Under $50k,Trades & natural resources,74
45–59,Male,Territories,Under $50k,Unemployed,185
60+,Female,Atlantic,$50k–$100k,Management & professional,4518
60+,Female,Atlantic,$50k–$100k,Not in labour force,107367
60+,Female,Atlantic,$50k–$100k,Production & transport,889
60+,Female,Atlantic,$50k–$100k,Sales & office,6259
60+,Female,Atlantic,$50k–$100k,Service,11184
60+,Female,Atlantic,$50k–$100k,Trades & natural resources,741
60+,Female,Atlantic,$50k–$100k,Unemployed,4889
60+,Female,Atlantic,Over $100k,Management & professional,8888
60+,Female,Atlantic,Over $100k,Not in labour force,54148
60+,Female,Atlantic,Over $100k,Production & transport,703
60+,Female,Atlantic,Over $100k,Sales & office,6814
60+,Female,Atlantic,Over $100k,Service,6518
60+,Female,Atlantic,Over $100k,Trades & natural resources,333
60+,Female,Atlantic,Over $100k,Unemployed,2185
60+,Female,Atlantic,Under $50k,Management & professional,1481
60+,Female,Atlantic,Under $50k,Not in labour force,137253
60+,Female,Atlantic,Under $50k,Production & transport,444
60+,Female,Atlantic,Under $50k,Sales & office,1704
60+,Female,Atlantic,Under $50k,Service,5444
60+,Female,Atlantic,Under $50k,Trades & natural resources,259
60+,Female,Atlantic,Under $50k,Unemployed,2741
60+,Female,British Columbia,$50k–$100k,Management & professional,11963
60+,Female,British Columbia,$50k–$100k,Not in labour force,184552
60+,Female,British Columbia,$50k–$100k,Production & transport,1370
60+,Female,British Columbia,$50k–$100k,Sales & office,12629
60+,Female,British Columbia,$50k–$100k,Service,20222
60+,Female,British Columbia,$50k–$100k,Trades & natural resources,778
60+,Female,British Columbia,$50k–$100k,Unemployed,4593
60+,Female,British Columbia,Over $100k,Management & professional,29036
60+,Female,British Columbia,Over $100k,Not in labour force,166145
60+,Female,British Columbia,Over $100k,Production & transport,2259
60+,Female,British Columbia,Over $100k,Sales & office,19963
60+,Female,British Columbia,Over $100k,Service,22000
60+,Female,British Columbia,Over $100k,Trades & natural resources,1481
60+,Female,British Columbia,Over $100k,Unemployed,5778
60+,Female,British Columbia,Under $50k,Management & professional,5407
60+,Female,British Columbia,Under $50k,Not in labour force,182885
60+,Female,British Columbia,Under $50k,Production & transport,481
60+,Female,British Columbia,Under $50k,Sales & office,4185
60+,Female,British Columbia,Under $50k,Service,9926
60+,Female,British Columbia,Under $50k,Trades & natural resources,741
60+,Female,British Columbia,Under $50k,Unemployed,3778
60+,Female,Ontario,$50k–$100k,Management & professional,26667
60+,Female,Ontario,$50k–$100k,Not in labour force,498900
60+,Female,Ontario,$50k–$100k,Production & transport,5741
60+,Female,Ontario,$50k–$100k,Sales & office,31816
60+,Female,Ontario,$50k–$100k,Service,41927
60+,Female,Ontario,$50k–$100k,Trades & natural resources,2593
60+,Female,Ontario,$50k–$100k,Unemployed,21408
60+,Female,Ontario,Over $100k,Management & professional,76372
60+,Female,Ontario,Over $100k,Not in labour force,476899
60+,Female,Ontario,Over $100k,Production & transport,8815
60+,Female,Ontario,Over $100k,Sales & office,52631
60+,Female,Ontario,Over $100k,Service,52557
60+,Female,Ontario,Over $100k,Trades & natural resources,2778
60+,Female,Ontario,Over $100k,Unemployed,20704
60+,Female,Ontario,Under $50k,Management & professional,9408
60+,Female,Ontario,Under $50k,Not in labour force,453936
60+,Female,Ontario,Under $50k,Production & transport,2482
60+,Female,Ontario,Under $50k,Sales & office,8519
60+,Female,Ontario,Under $50k,Service,19445
60+,Female,Ontario,Under $50k,Trades & natural resources,852
60+,Female,Ontario,Under $50k,Unemployed,11963
60+,Female,Prairies,$50k–$100k,Management & professional,13848
60+,Female,Prairies,$50k–$100k,Not in labour force,190483
60+,Female,Prairies,$50k–$100k,Production & transport,1629
60+,Female,Prairies,$50k–$100k,Sales & office,16401
60+,Female,Prairies,$50k–$100k,Service,21770
60+,Female,Prairies,$50k–$100k,Trades & natural resources,2296
60+,Female,Prairies,$50k–$100k,Unemployed,5849
60+,Female,Prairies,Over $100k,Management & professional,33134
60+,Female,Prairies,Over $100k,Not in labour force,150379
60+,Female,Prairies,Over $100k,Production & transport,1740
60+,Female,Prairies,Over $100k,Sales & office,23508
60+,Female,Prairies,Over $100k,Service,21657
60+,Female,Prairies,Over $100k,Trades & natural resources,2036
60+,Female,Prairies,Over $100k,Unemployed,6478
60+,Female,Prairies,Under $50k,Management & professional,6258
60+,Female,Prairies,Under $50k,Not in labour force,186161
60+,Female,Prairies,Under $50k,Production & transport,555
60+,Female,Prairies,Under $50k,Sales & office,4554
60+,Female,Prairies,Under $50k,Service,10625
60+,Female,Prairies,Under $50k,Trades & natural resources,1333
60+,Female,Prairies,Under $50k,Unemployed,4072
60+,Female,Quebec,$50k–$100k,Management & professional,16673
60+,Female,Quebec,$50k–$100k,Not in labour force,330450
60+,Female,Quebec,$50k–$100k,Production & transport,3890
60+,Female,Quebec,$50k–$100k,Sales & office,21119
60+,Female,Quebec,$50k–$100k,Service,34679
60+,Female,Quebec,$50k–$100k,Trades & natural resources,2408
60+,Female,Quebec,$50k–$100k,Unemployed,13375
60+,Female,Quebec,Over $100k,Management & professional,30529
60+,Female,Quebec,Over $100k,Not in labour force,162465
60+,Female,Quebec,Over $100k,Production & transport,2482
60+,Female,Quebec,Over $100k,Sales & office,22971
60+,Female,Quebec,Over $100k,Service,20452
60+,Female,Quebec,Over $100k,Trades & natural resources,1112
60+,Female,Quebec,Over $100k,Unemployed,6780
60+,Female,Quebec,Under $50k,Management & professional,5928
60+,Female,Quebec,Under $50k,Not in labour force,424779
60+,Female,Quebec,Under $50k,Production & transport,1927
60+,Female,Quebec,Under $50k,Sales & office,9151
60+,Female,Quebec,Under $50k,Service,22638
60+,Female,Quebec,Under $50k,Trades & natural resources,1334
60+,Female,Quebec,Under $50k,Unemployed,12412
60+,Female,Territories,$50k–$100k,Management & professional,74
60+,Female,Territories,$50k–$100k,Not in labour force,998
60+,Female,Territories,$50k–$100k,Sales & office,37
60+,Female,Territories,$50k–$100k,Service,74
60+,Female,Territories,Over $100k,Management & professional,813
60+,Female,Territories,Over $100k,Not in labour force,1700
60+,Female,Territories,Over $100k,Sales & office,333
60+,Female,Territories,Over $100k,Service,406
60+,Female,Territories,Over $100k,Unemployed,148
60+,Female,Territories,Under $50k,Not in labour force,1293
60+,Female,Territories,Under $50k,Sales & office,37
60+,Male,Atlantic,$50k–$100k,Management & professional,5629
60+,Male,Atlantic,$50k–$100k,Not in labour force,95219
60+,Male,Atlantic,$50k–$100k,Production & transport,4370
60+,Male,Atlantic,$50k–$100k,Sales & office,1630
60+,Male,Atlantic,$50k–$100k,Service,5851
60+,Male,Atlantic,$50k–$100k,Trades & natural resources,9888
60+,Male,Atlantic,$50k–$100k,Unemployed,7592
60+,Male,Atlantic,Over $100k,Management & professional,15925
60+,Male,Atlantic,Over $100k,Not in labour force,44851
60+,Male,Atlantic,Over $100k,Production & transport,3185
60+,Male,Atlantic,Over $100k,Sales & office,1852
60+,Male,Atlantic,Over $100k,Service,4074
60+,Male,Atlantic,Over $100k,Trades & natural resources,10074
60+,Male,Atlantic,Over $100k,Unemployed,5777
60+,Male,Atlantic,Under $50k,Management & professional,2185
60+,Male,Atlantic,Under $50k,Not in labour force,97776
60+,Male,Atlantic,Under $50k,Production & transport,1482
60+,Male,Atlantic,Under $50k,Sales & office,259
60+,Male,Atlantic,Under $50k,Service,1370
60+,Male,Atlantic,Under $50k,Trades & natural resources,3555
60+,Male,Atlantic,Under $50k,Unemployed,3407
60+,Male,British Columbia,$50k–$100k,Management & professional,15074
60+,Male,British Columbia,$50k–$100k,Not in labour force,156145
60+,Male,British Columbia,$50k–$100k,Production & transport,5000
60+,Male,British Columbia,$50k–$100k,Sales & office,3593
60+,Male,British Columbia,$50k–$100k,Service,10852
60+,Male,British Columbia,$50k–$100k,Trades & natural resources,14407
60+,Male,British Columbia,$50k–$100k,Unemployed,6592
60+,Male,British Columbia,Over $100k,Management & professional,50592
60+,Male,British Columbia,Over $100k,Not in labour force,137071
60+,Male,British Columbia,Over $100k,Production & transport,9407
60+,Male,British Columbia,Over $100k,Sales & office,6741
60+,Male,British Columbia,Over $100k,Service,14926
60+,Male,British Columbia,Over $100k,Trades & natural resources,25111
60+,Male,British Columbia,Over $100k,Unemployed,6926
60+,Male,British Columbia,Under $50k,Management & professional,5778
60+,Male,British Columbia,Under $50k,Not in labour force,124331
60+,Male,British Columbia,Under $50k,Production & transport,2185
60+,Male,British Columbia,Under $50k,Sales & office,1296
60+,Male,British Columbia,Under $50k,Service,4741
60+,Male,British Columbia,Under $50k,Trades & natural resources,5148
60+,Male,British Columbia,Under $50k,Unemployed,4518
60+,Male,Ontario,$50k–$100k,Management & professional,37705
60+,Male,Ontario,$50k–$100k,Not in labour force,410453
60+,Male,Ontario,$50k–$100k,Production & transport,19408
60+,Male,Ontario,$50k–$100k,Sales & office,8334
60+,Male,Ontario,$50k–$100k,Service,20704
60+,Male,Ontario,$50k–$100k,Trades & natural resources,34223
60+,Male,Ontario,$50k–$100k,Unemployed,24112
60+,Male,Ontario,Over $100k,Management & professional,144003
60+,Male,Ontario,Over $100k,Not in labour force,390083
60+,Male,Ontario,Over $100k,Production & transport,30001
60+,Male,Ontario,Over $100k,Sales & office,19519
60+,Male,Ontario,Over $100k,Service,35260
60+,Male,Ontario,Over $100k,Trades & natural resources,54112
60+,Male,Ontario,Over $100k,Unemployed,25667
60+,Male,Ontario,Under $50k,Management & professional,14593
60+,Male,Ontario,Under $50k,Not in labour force,284340
60+,Male,Ontario,Under $50k,Production & transport,6148
60+,Male,Ontario,Under $50k,Sales & office,2259
60+,Male,Ontario,Under $50k,Service,8296
60+,Male,Ontario,Under $50k,Trades & natural resources,10556
60+,Male,Ontario,Under $50k,Unemployed,12297
60+,Male,Prairies,$50k–$100k,Management & professional,20697
60+,Male,Prairies,$50k–$100k,Not in labour force,161532
60+,Male,Prairies,$50k–$100k,Production & transport,6405
60+,Male,Prairies,$50k–$100k,Sales & office,3739
60+,Male,Prairies,$50k–$100k,Service,10589
60+,Male,Prairies,$50k–$100k,Trades & natural resources,20216
60+,Male,Prairies,$50k–$100k,Unemployed,10143
60+,Male,Prairies,Over $100k,Management & professional,57977
60+,Male,Prairies,Over $100k,Not in labour force,129462
60+,Male,Prairies,Over $100k,Production & transport,10513
60+,Male,Prairies,Over $100k,Sales & office,8034
60+,Male,Prairies,Over $100k,Service,14587
60+,Male,Prairies,Over $100k,Trades & natural resources,31764
60+,Male,Prairies,Over $100k,Unemployed,10624
60+,Male,Prairies,Under $50k,Management & professional,12145
60+,Male,Prairies,Under $50k,Not in labour force,119700
60+,Male,Prairies,Under $50k,Production & transport,2480
60+,Male,Prairies,Under $50k,Sales & office,1222
60+,Male,Prairies,Under $50k,Service,3998
60+,Male,Prairies,Under $50k,Trades & natural resources,6590
60+,Male,Prairies,Under $50k,Unemployed,5072
60+,Male,Quebec,$50k–$100k,Management & professional,25565
60+,Male,Quebec,$50k–$100k,Not in labour force,292621
60+,Male,Quebec,$50k–$100k,Production & transport,14820
60+,Male,Quebec,$50k–$100k,Sales & office,7855
60+,Male,Quebec,$50k–$100k,Service,21674
60+,Male,Quebec,$50k–$100k,Trades & natural resources,30900
60+,Male,Quebec,$50k–$100k,Unemployed,15561
60+,Male,Quebec,Over $100k,Management & professional,60355
60+,Male,Quebec,Over $100k,Not in labour force,149127
60+,Male,Quebec,Over $100k,Production & transport,13079
60+,Male,Quebec,Over $100k,Sales & office,10411
60+,Male,Quebec,Over $100k,Service,18006
60+,Male,Quebec,Over $100k,Trades & natural resources,27862
60+,Male,Quebec,Over $100k,Unemployed,10930
60+,Male,Quebec,Under $50k,Management & professional,10633
60+,Male,Quebec,Under $50k,Not in labour force,296660
60+,Male,Quebec,Under $50k,Production & transport,5743
60+,Male,Quebec,Under $50k,Sales & office,2519
60+,Male,Quebec,Under $50k,Service,11041
60+,Male,Quebec,Under $50k,Trades & natural resources,10670
60+,Male,Quebec,Under $50k,Unemployed,11893
60+,Male,Territories,$50k–$100k,Management & professional,74
60+,Male,Territories,$50k–$100k,Not in labour force,1404
60+,Male,Territories,$50k–$100k,Service,74
60+,Male,Territories,$50k–$100k,Trades & natural resources,148
60+,Male,Territories,$50k–$100k,Unemployed,74
60+,Male,Territories,Over $100k,Management & professional,665
60+,Male,Territories,Over $100k,Not in labour force,1663
60+,Male,Territories,Over $100k,Production & transport,74
60+,Male,Territories,Over $100k,Sales & office,37
60+,Male,Territories,Over $100k,Service,111
60+,Male,Territories,Over $100k,Trades & natural resources,480
60+,Male,Territories,Over $100k,Unemployed,148
60+,Male,Territories,Under $50k,Management & professional,37
60+,Male,Territories,Under $50k,Not in labour force,1145
60+,Male,Territories,Under $50k,Service,74
60+,Male,Territories,Under $50k,Trades & natural resources,37
60+,Male,Territories,Under $50k,Unemployed,74
