age_band,gender,region,income,occupation_group,weight
45–59,Male,South,Over $100k,Production & transport,782411
45–59,Male,South,Over $100k,Sales & office,716753
45–59,Male,South,Over $100k,Service,440197
45–59,Male,South,Over $100k,Unemployed,77697
45–59,Male,South,Under $50k,Construction & maintenance,297630
45–59,Male,South,Under $50k,Management & professional,193139
45–59,Male,South,Under $50k,Military,304
45–59,Male,South,Under $50k,Not in labor force,876682
45–59,Male,South,Under $50k,Production & transport,322913
45–59,Male,South,Under $50k,Sales & office,153861
45–59,Male,South,Under $50k,Service,250379
45–59,Male,South,Under $50k,Unemployed,121909
45–59,Male,West,$50k–$100k,Construction & maintenance,290551
45–59,Male,West,$50k–$100k,Management & professional,321426
45–59,Male,West,$50k–$100k,Military,1867
45–59,Male,West,$50k–$100k,Not in labor force,225458
45–59,Male,West,$50k–$100k,Production & transport,296922
45–59,Male,West,$50k–$100k,Sales & office,175974
45–59,Male,West,$50k–$100k,Service,200210
45–59,Male,West,$50k–$100k,Unemployed,49363
45–59,Male,West,Over $100k,Construction & maintenance,494407
45–59,Male,West,Over $100k,Management & professional,2086861
45–59,Male,West,Over $100k,Military,11745
45–59,Male,West,Over $100k,Not in labor force,303025
45–59,Male,West,Over $100k,Production & transport,520862
45–59,Male,West,Over $100k,Sales & office,460794
45–59,Male,West,Over $100k,Service,357566
45–59,Male,West,Over $100k,Unemployed,75848
45–59,Male,West,Under $50k,Construction & maintenance,135915
45–59,Male,West,Under $50k,Management & professional,104946
45–59,Male,West,Under $50k,Military,299
45–59,Male,West,Under $50k,Not in labor force,369366
45–59,Male,West,Under $50k,Production & transport,136306
45–59,Male,West,Under $50k,Sales & office,77082
45–59,Male,West,Under $50k,Service,132906
45–59,Male,West,Under $50k,Unemployed,79411
60+,Female,Midwest,$50k–$100k,Construction & maintenance,5760
60+,Female,Midwest,$50k–$100k,Management & professional,290029
60+,Female,Midwest,$50k–$100k,Not in labor force,2004678
60+,Female,Midwest,$50k–$100k,Production & transport,83430
60+,Female,Midwest,$50k–$100k,Sales & office,297611
60+,Female,Midwest,$50k–$100k,Service,149897
60+,Female,Midwest,$50k–$100k,Unemployed,14337
60+,Female,Midwest,Over $100k,Construction & maintenance,4449
60+,Female,Midwest,Over $100k,Management & professional,539687
60+,Female,Midwest,Over $100k,Not in labor force,1495830
60+,Female,Midwest,Over $100k,Production & transport,59708
60+,Female,Midwest,Over $100k,Sales & office,304827
60+,Female,Midwest,Over $100k,Service,103214
60+,Female,Midwest,Over $100k,Unemployed,8055
60+,Female,Midwest,Under $50k,Construction & maintenance,4014
60+,Female,Midwest,Under $50k,Management & professional,121075
60+,Female,Midwest,Under $50k,Not in labor force,3001832
60+,Female,Midwest,Under $50k,Production & transport,65512
60+,Female,Midwest,Under $50k,Sales & office,184996
60+,Female,Midwest,Under $50k,Service,153840
60+,Female,Midwest,Under $50k,Unemployed,28152
60+,Female,Northeast,$50k–$100k,Construction & maintenance,4316
60+,Female,Northeast,$50k–$100k,Management & professional,233949
60+,Female,Northeast,$50k–$100k,Not in labor force,1495384
60+,Female,Northeast,$50k–$100k,Production & transport,42577
60+,Female,Northeast,$50k–$100k,Sales & office,201876
60+,Female,Northeast,$50k–$100k,Service,134722
60+,Female,Northeast,$50k–$100k,Unemployed,14359
60+,Female,Northeast,Over $100k,Construction & maintenance,6021
60+,Female,Northeast,Over $100k,Management & professional,675826
60+,Female,Northeast,Over $100k,Not in labor force,1661317
60+,Female,Northeast,Over $100k,Production & transport,49771
60+,Female,Northeast,Over $100k,Sales & office,312578
60+,Female,Northeast,Over $100k,Service,137302
60+,Female,Northeast,Over $100k,Unemployed,20730
60+,Female,Northeast,Under $50k,Construction & maintenance,3042
60+,Female,Northeast,Under $50k,Management & professional,85260
60+,Female,Northeast,Under $50k,Not in labor force,2401872
60+,Female,Northeast,Under $50k,Production & transport,36503
60+,Female,Northeast,Under $50k,Sales & office,118359
60+,Female,Northeast,Under $50k,Service,128709
60+,Female,Northeast,Under $50k,Unemployed,28618
60+,Female,South,$50k–$100k,Construction & maintenance,9212
60+,Female,South,$50k–$100k,Management & professional,506171
60+,Female,South,$50k–$100k,Not in labor force,3469028
60+,Female,South,$50k–$100k,Production & transport,101424
60+,Female,South,$50k–$100k,Sales & office,463032
60+,Female,South,$50k–$100k,Service,241406
60+,Female,South,$50k–$100k,Unemployed,26446
60+,Female,South,Over $100k,Construction & maintenance,8755
60+,Female,South,Over $100k,Management & professional,1012358
60+,Female,South,Over $100k,Not in labor force,3150427
60+,Female,South,Over $100k,Production & transport,82812
60+,Female,South,Over $100k,Sales & office,514277
60+,Female,South,Over $100k,Service,185473
60+,Female,South,Over $100k,Unemployed,18744
60+,Female,South,Under $50k,Construction & maintenance,8668
60+,Female,South,Under $50k,Management & professional,211910
60+,Female,South,Under $50k,Not in labor force,5575806
60+,Female,South,Under $50k,Production & transport,95356
60+,Female,South,Under $50k,Sales & office,306632
60+,Female,South,Under $50k,Service,304485
60+,Female,South,Under $50k,Unemployed,49814
60+,Female,West,$50k–$100k,Construction & maintenance,9159
60+,Female,West,$50k–$100k,Management & professional,251760
60+,Female,West,$50k–$100k,Not in labor force,1946675
60+,Female,West,$50k–$100k,Production & transport,49256
60+,Female,West,$50k–$100k,Sales & office,216286
60+,Female,West,$50k–$100k,Service,157696
60+,Female,West,$50k–$100k,Unemployed,18274
60+,Female,West,Over $100k,Construction & maintenance,8619
60+,Female,West,Over $100k,Management & professional,707262
60+,Female,West,Over $100k,Not in labor force,2383832
60+,Female,West,Over $100k,Production & transport,68765
60+,Female,West,Over $100k,Sales & office,340578
60+,Female,West,Over $100k,Service,176084
60+,Female,West,Over $100k,Unemployed,23974
60+,Female,West,Under $50k,Construction & maintenance,4384
60+,Female,West,Under $50k,Management & professional,102210
60+,Female,West,Under $50k,Not in labor force,2645879
60+,Female,West,Under $50k,Production & transport,34916
60+,Female,West,Under $50k,Sales & office,120508
60+,Female,West,Under $50k,Service,140708
60+,Female,West,Under $50k,Unemployed,28957
60+,Male,Midwest,$50k–$100k,Construction & maintenance,134511
60+,Male,Midwest,$50k–$100k,Management & professional,214593
60+,Male,Midwest,$50k–$100k,Not in labor force,1731301
60+,Male,Midwest,$50k–$100k,Production & transport,277830
60+,Male,Midwest,$50k–$100k,Sales & office,123379
60+,Male,Midwest,$50k–$100k,Service,100938
60+,Male,Midwest,$50k–$100k,Unemployed,18350
60+,Male,Midwest,Over $100k,Construction & maintenance,154776
60+,Male,Midwest,Over $100k,Management & professional,748174
60+,Male,Midwest,Over $100k,Not in labor force,1214900
60+,Male,Midwest,Over $100k,Production & transport,252309
60+,Male,Midwest,Over $100k,Sales & office,210328
60+,Male,Midwest,Over $100k,Service,91962
60+,Male,Midwest,Over $100k,Unemployed,15784
60+,Male,Midwest,Under $50k,Construction & maintenance,54208
60+,Male,Midwest,Under $50k,Management & professional,75872
60+,Male,Midwest,Under $50k,Not in labor force,2068838
60+,Male,Midwest,Under $50k,Production & transport,122420
60+,Male,Midwest,Under $50k,Sales & office,62427
60+,Male,Midwest,Under $50k,Service,72212
60+,Male,Midwest,Under $50k,Unemployed,31380
60+,Male,Northeast,$50k–$100k,Construction & maintenance,96916
60+,Male,Northeast,$50k–$100k,Management & professional,164650
60+,Male,Northeast,$50k–$100k,Military,216
60+,Male,Northeast,$50k–$100k,Not in labor force,1214685
60+,Male,Northeast,$50k–$100k,Production & transport,153559
60+,Male,Northeast,$50k–$100k,Sales & office,91140
60+,Male,Northeast,$50k–$100k,Service,97039
60+,Male,Northeast,$50k–$100k,Unemployed,20921
60+,Male,Northeast,Over $100k,Construction & maintenance,162609
60+,Male,Northeast,Over $100k,Management & professional,865162
60+,Male,Northeast,Over $100k,Military,293
60+,Male,Northeast,Over $100k,Not in labor force,1297393
60+,Male,Northeast,Over $100k,Production & transport,198240
60+,Male,Northeast,Over $100k,Sales & office,221467
60+,Male,Northeast,Over $100k,Service,135819
60+,Male,Northeast,Over $100k,Unemployed,27971
60+,Male,Northeast,Under $50k,Construction & maintenance,46008
60+,Male,Northeast,Under $50k,Management & professional,58069
60+,Male,Northeast,Under $50k,Military,115
60+,Male,Northeast,Under $50k,Not in labor force,1509365
60+,Male,Northeast,Under $50k,Production & transport,84197
60+,Male,Northeast,Under $50k,Sales & office,39930
60+,Male,Northeast,Under $50k,Service,61235
60+,Male,Northeast,Under $50k,Unemployed,31384
60+,Male,South,$50k–$100k,Construction & maintenance,249600
60+,Male,South,$50k–$100k,Management & professional,367831
60+,Male,South,$50k–$100k,Not in labor force,2803359
60+,Male,South,$50k–$100k,Production & transport,356050
60+,Male,South,$50k–$100k,Sales & office,225554
60+,Male,South,$50k–$100k,Service,202314
60+,Male,South,$50k–$100k,Unemployed,33855
60+,Male,South,Over $100k,Construction & maintenance,259235
60+,Male,South,Over $100k,Management & professional,1450766
60+,Male,South,Over $100k,Not in labor force,2445571
60+,Male,South,Over $100k,Production & transport,335181
60+,Male,South,Over $100k,Sales & office,388513
60+,Male,South,Over $100k,Service,175871
60+,Male,South,Over $100k,Unemployed,35393
60+,Male,South,Under $50k,Construction & maintenance,134613
60+,Male,South,Under $50k,Management & professional,137469
60+,Male,South,Under $50k,Military,28
60+,Male,South,Under $50k,Not in labor force,3697113
60+,Male,South,Under $50k,Production & transport,187786
60+,Male,South,Under $50k,Sales & office,102622
60+,Male,South,Under $50k,Service,146249
60+,Male,South,Under $50k,Unemployed,51980
60+,Male,West,$50k–$100k,Construction & maintenance,122641
60+,Male,West,$50k–$100k,Management & professional,196673
60+,Male,West,$50k–$100k,Not in labor force,1604243
60+,Male,West,$50k–$100k,Production & transport,163604
60+,Male,West,$50k–$100k,Sales & office,106334
60+,Male,West,$50k–$100k,Service,109138
60+,Male,West,$50k–$100k,Unemployed,23020
60+,Male,West,Over $100k,Construction & maintenance,185419
60+,Male,West,Over $100k,Management & professional,984712
60+,Male,West,Over $100k,Military,175
60+,Male,West,Over $100k,Not in labor force,1895071
60+,Male,West,Over $100k,Production & transport,240217
60+,Male,West,Over $100k,Sales & office,237687
60+,Male,West,Over $100k,Service,148548
60+,Male,West,Over $100k,Unemployed,34814
60+,Male,West,Under $50k,Construction & maintenance,64792
60+,Male,West,Under $50k,Management & professional,81887
60+,Male,West,Under $50k,Not in labor force,1825146
60+,Male,West,Under $50k,Production & transport,74053
60+,Male,West,Under $50k,Sales & office,52264
60+,Male,West,Under $50k,Service,79352
60+,Male,West,Under $50k,Unemployed,39615
